addr	state	modules	config_names	config_kinds	verified_name	verified_kind	verdict	proposed	note
0x0210da48	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da48	bss	COIN_YELLOW_POLY4_MODEL_PTR	data	placeholder		
0x0210da50	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da50	bss	COIN_RED_POLY4_MODEL_PTR	data	placeholder		
0x0210da58	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da58	bss	FEATHER_MODEL_PTR	data	placeholder		
0x0210dbc0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210dbc0	bss	ENEMY_DEATH_FUNCS	data	placeholder		
0x0210e3a0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210e3a0	bss	YOSHI_CUBE_EGG_MODEL_PTR	data	placeholder		
0x0210e7d8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210e7d8	bss	YOSHI_EGG_MODEL_PTR	data	placeholder		
0x0210ffec	CONFIG-PLACEHOLDER	ov002	data_ov002_0210ffec	bss	_ZN6Player13ST_LEDGE_HANGE	data	placeholder		
0x02110004	CONFIG-PLACEHOLDER	ov002	data_ov002_02110004	bss	_ZN6Player13ST_LEDGE_GRABE	data	placeholder		
0x0211001c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211001c	bss	_ZN6Player16ST_CEILING_GRATEE	data	placeholder		
0x02110034	CONFIG-PLACEHOLDER	ov002	data_ov002_02110034	bss	_ZN6Player14ST_YOSHI_POWERE	data	placeholder		
0x0211004c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211004c	bss	_ZN6Player10ST_SWALLOWE	data	placeholder		
0x02110064	CONFIG-PLACEHOLDER	ov002	data_ov002_02110064	bss	_ZN6Player17ST_IN_YOSHI_MOUTHE	data	placeholder		
0x0211007c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211007c	bss	_ZN6Player18ST_SMALL_LAUNCH_UPE	data	placeholder		
0x02110094	CONFIG-PLACEHOLDER	ov002	data_ov002_02110094	bss	_ZN6Player7ST_HURTE	data	placeholder		
0x021100ac	CONFIG-PLACEHOLDER	ov002	data_ov002_021100ac	bss	_ZN6Player13ST_HURT_WATERE	data	placeholder		
0x021100c4	CONFIG-PLACEHOLDER	ov002	data_ov002_021100c4	bss	_ZN6Player14ST_ELECTROCUTEE	data	placeholder		
0x021100dc	CONFIG-PLACEHOLDER	ov002	data_ov002_021100dc	bss	_ZN6Player12ST_BURN_FIREE	data	placeholder		
0x021100f4	CONFIG-PLACEHOLDER	ov002	data_ov002_021100f4	bss	_ZN6Player12ST_BURN_LAVAE	data	placeholder		
0x0211010c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211010c	bss	_ZN6Player11ST_DEAD_HITE	data	placeholder		
0x02110124	CONFIG-PLACEHOLDER	ov002	data_ov002_02110124	bss	_ZN6Player11ST_DEAD_PITE	data	placeholder		
0x0211013c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211013c	bss	_ZN6Player7ST_WALKE	data	placeholder		
0x02110154	KIND-MISMATCH	ov002,ov002,ov006	data_ov002_02110154;_ZN6Player7ST_WAITE;_ZN19cMgSmartball_slot_c14RestoreInitialEv	bss;function	_ZN6Player7ST_WAITE	function	kind		config kind bss
0x0211016c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211016c	bss	_ZN6Player10ST_GRABBEDE	data	placeholder		
0x02110184	CONFIG-PLACEHOLDER	ov002	data_ov002_02110184	bss	_ZN6Player14ST_TURN_AROUNDE	data	placeholder		
0x0211019c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211019c	bss	_ZN6Player7ST_JUMPE	data	placeholder		
0x021101b4	CONFIG-PLACEHOLDER	ov002	data_ov002_021101b4	bss	_ZN6Player7ST_FALLE	data	placeholder		
0x021101cc	CONFIG-PLACEHOLDER	ov002	data_ov002_021101cc	bss	_ZN6Player9ST_THROWNE	data	placeholder		
0x021101e4	CONFIG-PLACEHOLDER	ov002	data_ov002_021101e4	bss	_ZN6Player12ST_SIDE_FLIPE	data	placeholder		
0x021101fc	CONFIG-PLACEHOLDER	ov002	data_ov002_021101fc	bss	_ZN6Player21ST_SLIDE_KICK_RECOVERE	data	placeholder		
0x02110214	CONFIG-PLACEHOLDER	ov002	data_ov002_02110214	bss	_ZN6Player6ST_FLYE	data	placeholder		
0x0211022c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211022c	bss	_ZN6Player13ST_NO_CONTROLE	data	placeholder		
0x02110244	KIND-MISMATCH	ov002,ov002,ov006	data_ov002_02110244;_ZN6Player6ST_OWLE;func_ov006_02110244	bss;function	_ZN6Player6ST_OWLE	function	kind		config kind bss
0x0211025c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211025c	bss	_ZN6Player12ST_DEBUG_FLYE	data	placeholder		
0x02110274	CONFIG-PLACEHOLDER	ov002	data_ov002_02110274	bss	_ZN6Player13ST_WIND_CARRYE	data	placeholder		
0x0211028c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211028c	bss	_ZN6Player10ST_BALLOONE	data	placeholder		
0x021102a4	CONFIG-PLACEHOLDER	ov002	data_ov002_021102a4	bss	_ZN6Player11ST_TELEPORTE	data	placeholder		
0x021102bc	CONFIG-PLACEHOLDER	ov002	data_ov002_021102bc	bss	_ZN6Player15ST_TORNADO_SPINE	data	placeholder		
0x021102d4	CONFIG-PLACEHOLDER	ov002	data_ov002_021102d4	bss	_ZN6Player9ST_CANNONE	data	placeholder		
0x021102ec	CONFIG-PLACEHOLDER	ov002	data_ov002_021102ec	bss	_ZN6Player9ST_SQUISHE	data	placeholder		
0x02110304	CONFIG-PLACEHOLDER	ov002	data_ov002_02110304	bss	_ZN6Player8ST_SHELLE	data	placeholder		
0x0211031c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211031c	bss	_ZN6Player16ST_STOMACH_SLIDEE	data	placeholder		
0x02110334	CONFIG-PLACEHOLDER	ov002	data_ov002_02110334	bss	_ZN6Player13ST_BUTT_SLIDEE	data	placeholder		
0x0211034c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211034c	bss	_ZN6Player14ST_DIZZY_STARSE	data	placeholder		
0x02110364	CONFIG-PLACEHOLDER	ov002	data_ov002_02110364	bss	_ZN6Player13ST_HOLD_LIGHTE	data	placeholder		
0x0211037c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211037c	bss	_ZN6Player7ST_BONKE	data	placeholder		
0x02110394	CONFIG-PLACEHOLDER	ov002	data_ov002_02110394	bss	_ZN6Player13ST_HOLD_HEAVYE	data	placeholder		
0x021103ac	CONFIG-PLACEHOLDER	ov002	data_ov002_021103ac	bss	_ZN6Player13ST_WALL_SLIDEE	data	placeholder		
0x021103c4	CONFIG-PLACEHOLDER	ov002	data_ov002_021103c4	bss	_ZN6Player20ST_BOWSER_EARTHQUAKEE	data	placeholder		
0x021103dc	CONFIG-PLACEHOLDER	ov002	data_ov002_021103dc	bss	_ZN6Player12ST_WALL_JUMPE	data	placeholder		
0x021103f4	CONFIG-PLACEHOLDER	ov002	data_ov002_021103f4	bss	_ZN6Player13ST_SLOPE_JUMPE	data	placeholder		
0x0211040c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211040c	bss	_ZN6Player18ST_STUCK_IN_GROUNDE	data	placeholder		
0x02110424	CONFIG-PLACEHOLDER	ov002	data_ov002_02110424	bss	_ZN6Player7ST_LANDE	data	placeholder		
0x0211043c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211043c	bss	_ZN6Player10ST_ON_WALLE	data	placeholder		
0x02110454	CONFIG-PLACEHOLDER	ov002	data_ov002_02110454	bss	_ZN6Player7ST_SPINE	data	placeholder		
0x0211046c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211046c	bss	_ZN6Player7ST_TALKE	data	placeholder		
0x02110484	CONFIG-PLACEHOLDER	ov002	data_ov002_02110484	bss	_ZN6Player15ST_CRAZED_CRATEE	data	placeholder		
0x0211049c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211049c	bss	_ZN6Player17ST_WAIT_QUICKSANDE	data	placeholder		
0x021104b4	CONFIG-PLACEHOLDER	ov002	data_ov002_021104b4	bss	_ZN6Player14ST_LEVEL_ENTERE	data	placeholder		
0x021104cc	CONFIG-PLACEHOLDER	ov002	data_ov002_021104cc	bss	_ZN6Player17ST_JUMP_QUICKSANDE	data	placeholder		
0x021104e4	CONFIG-PLACEHOLDER	ov002	data_ov002_021104e4	bss	_ZN6Player9ST_CROUCHE	data	placeholder		
0x021104fc	CONFIG-PLACEHOLDER	ov002	data_ov002_021104fc	bss	_ZN6Player10ST_RESPAWNE	data	placeholder		
0x02110514	CONFIG-PLACEHOLDER	ov002	data_ov002_02110514	bss	_ZN6Player8ST_CRAWLE	data	placeholder		
0x0211052c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211052c	bss	_ZN6Player12ST_BACK_FLIPE	data	placeholder		
0x02110544	CONFIG-PLACEHOLDER	ov002	data_ov002_02110544	bss	_ZN6Player18ST_OPENING_WAKE_UPE	data	placeholder		
0x0211055c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211055c	bss	_ZN6Player12ST_LONG_JUMPE	data	placeholder		
0x02110574	CONFIG-PLACEHOLDER	ov002	data_ov002_02110574	bss	_ZN6Player13ST_PUNCH_KICKE	data	placeholder		
0x0211058c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211058c	bss	_ZN6Player13ST_ENDING_FLYE	data	placeholder		
0x021105a4	CONFIG-PLACEHOLDER	ov002	data_ov002_021105a4	bss	_ZN6Player15ST_GROUND_POUNDE	data	placeholder		
0x021105bc	CONFIG-PLACEHOLDER	ov002	data_ov002_021105bc	bss	_ZN6Player7ST_DIVEE	data	placeholder		
0x021105d4	CONFIG-PLACEHOLDER	ov002	data_ov002_021105d4	bss	_ZN6Player8ST_THROWE	data	placeholder		
0x021105ec	CONFIG-PLACEHOLDER	ov002	data_ov002_021105ec	bss	_ZN6Player19ST_GRAB_BOWSER_TAILE	data	placeholder		
0x02110604	CONFIG-PLACEHOLDER	ov002	data_ov002_02110604	bss	_ZN6Player15ST_SWING_PLAYERE	data	placeholder		
0x0211061c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211061c	bss	_ZN6Player13ST_SWEEP_KICKE	data	placeholder		
0x02110634	CONFIG-PLACEHOLDER	ov002	data_ov002_02110634	bss	_ZN6Player13ST_SLIDE_KICKE	data	placeholder		
0x0211064c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211064c	bss	_ZN6Player14ST_CAMERA_ZOOME	data	placeholder		
0x02110664	CONFIG-PLACEHOLDER	ov002	data_ov002_02110664	bss	_ZN6Player7ST_NULLE	data	placeholder		
0x0211067c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211067c	bss	_ZN6Player7ST_SWIME	data	placeholder		
0x02110694	CONFIG-PLACEHOLDER	ov002	data_ov002_02110694	bss	_ZN6Player13ST_WATER_JUMPE	data	placeholder		
0x021106ac	CONFIG-PLACEHOLDER	ov002	data_ov002_021106ac	bss	_ZN6Player21ST_METAL_WATER_GROUNDE	data	placeholder		
0x021106c4	CONFIG-PLACEHOLDER	ov002	data_ov002_021106c4	bss	_ZN6Player20ST_METAL_WATER_WATERE	data	placeholder		
0x021106dc	CONFIG-PLACEHOLDER	ov002	data_ov002_021106dc	bss	_ZN6Player8ST_CLIMBE	data	placeholder		
0x021106f4	CONFIG-PLACEHOLDER	ov002	data_ov002_021106f4	bss	_ZN6Player12ST_HEADSTANDE	data	placeholder		
0x0211070c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211070c	bss	_ZN6Player12ST_POLE_JUMPE	data	placeholder		
0x02110724	CONFIG-PLACEHOLDER	ov002	data_ov002_02110724	bss	_ZN6Player17ST_HEADSTAND_JUMPE	data	placeholder		
0x02110844	NO-SLOT	-	-	-	CHANGE_CAP_TOON_COLORS	data	no-slot		
0x0211094c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211094c	bss	POWER_STAR_MODEL_PTR	data	placeholder		
0x0211095c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211095c	bss	TRANSPARENT_STAR_MODEL_PTR	data	placeholder		
0x02110aec	CONFIG-PLACEHOLDER	ov002	data_ov002_02110aec	bss	WATERFALL_SOUNDS_DISABLED	data	placeholder		
0x02110af0	CONFIG-PLACEHOLDER	ov002	data_ov002_02110af0	bss	ENDLESS_STAIRS_FOG_AREA_ID	data	placeholder		
0x02110af8	CONFIG-PLACEHOLDER	ov002	data_ov002_02110af8	bss	ENDLESS_STAIRS_FOG_PTR	data	placeholder		
0x02111144	DIVERGED	ov002,ov006	data_ov002_02111144;_ZN24cMgSmartball_propeller_c12SaveSnapshotEv	bss;function	START_INTRO_MINIMAP_ZOOM	function	plain		
0x02111148	CONFIG-PLACEHOLDER	ov002	data_ov002_02111148	bss	CUR_MINIMAP_ID	data	placeholder		
0x0211114c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211114c	bss	INTRO_MINIMAP_ZOOMING	data	placeholder		
0x02111150	CONFIG-PLACEHOLDER	ov002	data_ov002_02111150	bss	EXIT_COURSE_VS_MODE	data	placeholder		
0x02111178	CONFIG-PLACEHOLDER	ov002	data_ov002_02111178	bss	LIFE_STAR_COUNTER_STATE	data	placeholder		
0x0211117c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211117c	bss	RENDERED_HEALTH	data	placeholder		
0x02111180	CONFIG-PLACEHOLDER	ov002	data_ov002_02111180	bss	ZOOM_CAMERA_BUTTON_ACTIVE_TIMER	data	placeholder		
0x02111184	CONFIG-PLACEHOLDER	ov002	data_ov002_02111184	bss	DISPLAY_TIMER	data	placeholder		
0x02111188	CONFIG-PLACEHOLDER	ov002	data_ov002_02111188	bss	VS_MODE_TIMER_TIMER	data	placeholder		
0x0211118c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211118c	bss	NEXT_DEATH_TABLE_ID	data	placeholder		
0x02132894	DIVERGED	ov006,ov089	__sinit_ov006_02132894;data_ov089_02132894	function;data	KEY_MODEL_PTRS	function	plain		
0x02132c50	CONFIG-PLACEHOLDER	ov089	data_ov089_02132c50	bss	BOWSER_KEY_MODEL_PTR	data	placeholder		
0x02148724	CONFIG-PLACEHOLDER	ov100	data_ov100_02148724	bss	DOOR_STAR_1_MODEL_PTR	data	placeholder		
0x0214872c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214872c	bss	DOOR_STAR_3_MODEL_PTR	data	placeholder		
0x02148734	CONFIG-PLACEHOLDER	ov100	data_ov100_02148734	bss	BBH_HAUNTED_DOOR_MODEL_PTR	data	placeholder		
0x0214873c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214873c	bss	DOOR_STAR_0_MODEL_PTR	data	placeholder		
0x02148744	CONFIG-PLACEHOLDER	ov100	data_ov100_02148744	bss	DOOR_OPEN_ANIM_PTR	data	placeholder		
0x0214874c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214874c	bss	RUSTED_METAL_DOOR_MODEL_PTR	data	placeholder		
0x02148754	CONFIG-PLACEHOLDER	ov100	data_ov100_02148754	bss	HMC_STONE_DOOR_MODEL_PTR	data	placeholder		
0x0214875c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214875c	bss	REGULAR_DOOR_MODEL_PTR	data	placeholder		
0x02148764	CONFIG-PLACEHOLDER	ov100	data_ov100_02148764	bss	DOOR_STAR_8_MODEL_PTR	data	placeholder		
0x0214876c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214876c	bss	OLD_WOOD_DOOR_MODEL_PTR	data	placeholder		
0x02148774	CONFIG-PLACEHOLDER	ov100	data_ov100_02148774	bss	REGULAR_DOOR_1_MODEL_PTR	data	placeholder		
0x0214877c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214877c	bss	DOOR_KEY_HOLE_MODEL_PTR	data	placeholder		
0x02148934	CONFIG-PLACEHOLDER	ov100	data_ov100_02148934	bss	STAR_DOOR_MODEL_PTR	data	placeholder		
0x0214eb00	NO-SLOT	-	-	-	CLPS_BLOCK_PTR	data	no-slot		
0x023c3ff8	NO-SLOT	-	-	-	_ZN3IRQ12IRQCheckBitsE	data	no-slot		
0x023c3ffc	NO-SLOT	-	-	-	_ZN3IRQ14UserIRQAddressE	data	no-slot		
0x023c4000	NO-SLOT	-	-	-	UNUSED_RAM	data	no-slot		
0x023ffda0	NO-SLOT	-	-	-	_ZN6Memory17nextRootHeapStartE	data	no-slot		
0x023ffdc4	NO-SLOT	-	-	-	_ZN6Memory11rootHeapEndE	data	no-slot		
0x027ffe60	NO-SLOT	-	-	-	ROMCTRL_SETTINGS	data	no-slot		
0x04000000	NO-SLOT	-	-	-	reg_GX_DISPCNT	data	no-slot		
0x04000004	NO-SLOT	-	-	-	reg_GX_DISPSTAT	data	no-slot		
0x04000006	NO-SLOT	-	-	-	reg_GX_VCOUNT	data	no-slot		
0x04000008	NO-SLOT	-	-	-	reg_G2_BG0CNT	data	no-slot		
0x0400000a	NO-SLOT	-	-	-	reg_G2_BG1CNT	data	no-slot		
0x0400000c	NO-SLOT	-	-	-	reg_G2_BG2CNT	data	no-slot		
0x0400000e	NO-SLOT	-	-	-	reg_G2_BG3CNT	data	no-slot		
0x04000010	NO-SLOT	-	-	-	reg_G2_BG0OFS	data	no-slot		
0x04000014	NO-SLOT	-	-	-	reg_G2_BG1OFS	data	no-slot		
0x04000018	NO-SLOT	-	-	-	reg_G2_BG2OFS	data	no-slot		
0x0400001c	NO-SLOT	-	-	-	reg_G2_BG3OFS	data	no-slot		
0x04000020	NO-SLOT	-	-	-	reg_G2_BG2PA	data	no-slot		
0x04000022	NO-SLOT	-	-	-	reg_G2_BG2PB	data	no-slot		
0x04000024	NO-SLOT	-	-	-	reg_G2_BG2PC	data	no-slot		
0x04000026	NO-SLOT	-	-	-	reg_G2_BG2PD	data	no-slot		
0x04000028	NO-SLOT	-	-	-	reg_G2_BG2X	data	no-slot		
0x0400002c	NO-SLOT	-	-	-	reg_G2_BG2Y	data	no-slot		
0x04000030	NO-SLOT	-	-	-	reg_G2_BG3PA	data	no-slot		
0x04000032	NO-SLOT	-	-	-	reg_G2_BG3PB	data	no-slot		
0x04000034	NO-SLOT	-	-	-	reg_G2_BG3PC	data	no-slot		
0x04000036	NO-SLOT	-	-	-	reg_G2_BG3PD	data	no-slot		
0x04000038	NO-SLOT	-	-	-	reg_G2_BG3X	data	no-slot		
0x0400003c	NO-SLOT	-	-	-	reg_G2_BG3Y	data	no-slot		
0x04000050	NO-SLOT	-	-	-	reg_GX_BLDCNT	data	no-slot		
0x04000060	NO-SLOT	-	-	-	reg_G3X_DISP3DCNT	data	no-slot		
0x04000130	NO-SLOT	-	-	-	reg_KEYINPUT	data	no-slot		
0x04000210	NO-SLOT	-	-	-	reg_OS_IE	data	no-slot		
0x04000214	NO-SLOT	-	-	-	reg_OS_IF	data	no-slot		
0x04000304	NO-SLOT	-	-	-	reg_GX_POWCNT	data	no-slot		
0x04000358	NO-SLOT	-	-	-	reg_G3X_FOG_COLOR	data	no-slot		
0x04000440	NO-SLOT	-	-	-	GXPORT_MATRIX_MODE	data	no-slot		
0x04000458	NO-SLOT	-	-	-	GXPORT_MTX_LOAD_4x4	data	no-slot		
0x0400045c	NO-SLOT	-	-	-	GXPORT_MTX_LOAD_4x3	data	no-slot		
0x040004c8	NO-SLOT	-	-	-	GXPORT_LIGHT_VECTOR	data	no-slot		
0x040004cc	NO-SLOT	-	-	-	GXPORT_LIGHT_COLOR	data	no-slot		
0x04001000	NO-SLOT	-	-	-	reg_GXS_DB_DISPCNT	data	no-slot		
0x04001008	NO-SLOT	-	-	-	reg_G2S_DB_BG0CNT	data	no-slot		
0x0400100a	NO-SLOT	-	-	-	reg_G2S_DB_BG1CNT	data	no-slot		
0x0400100c	NO-SLOT	-	-	-	reg_G2S_DB_BG2CNT	data	no-slot		
0x0400100e	NO-SLOT	-	-	-	reg_G2S_DB_BG3CNT	data	no-slot		
0x04001030	NO-SLOT	-	-	-	reg_G2S_DB_BG3PA	data	no-slot		
0x04001050	NO-SLOT	-	-	-	reg_GXs_BLDCNT	data	no-slot		
0x05000000	NO-SLOT	-	-	-	bgPalette	data	no-slot		
0x05000200	NO-SLOT	-	-	-	objPalette	data	no-slot		
0x05000400	NO-SLOT	-	-	-	bgPaletteSub	data	no-slot		
0x05000600	NO-SLOT	-	-	-	objPaletteSub	data	no-slot		
0x06000000	NO-SLOT	-	-	-	bgTiles	data	no-slot		
0x06200000	NO-SLOT	-	-	-	bgTilesSub	data	no-slot		
0x06400000	NO-SLOT	-	-	-	objTiles	data	no-slot		
0x06600000	NO-SLOT	-	-	-	objTilesSub	data	no-slot		
