addr	state	modules	config_names	config_kinds	verified_name	verified_kind	verdict	proposed	note
0x0203a660	DIVERGED	arm9	_ZN14dBgW_KcMbgSclY10DetectClsnER12dBgCh_SphCrr	function	_ZN21ExtendingMeshCollider10DetectClsnER10SphereClsn	function	class-rename+arg-rename	_ZN14dBgW_KcMbgSclY10DetectClsnER12dBgCh_SphCrr	
0x0203a8fc	DIVERGED	arm9	_ZN14dBgW_KcMbgSclY10DetectClsnER9dBgCh_Gnd	function	_ZN21ExtendingMeshCollider10DetectClsnER13RaycastGround	function	class-rename+arg-rename	_ZN14dBgW_KcMbgSclY10DetectClsnER9dBgCh_Gnd	
0x0203aa0c	DIVERGED	arm9	_ZN14dBgW_KcMbgSclY9Virtual08Ev	function	_ZN21ExtendingMeshCollider9Virtual08Ev	function	class-rename	_ZN14dBgW_KcMbgSclY9Virtual08Ev	
0x0203aad8	DIVERGED	arm9	_ZN14dBgW_KcMbgSclY9SetScaleYE5Fix12IiE	function	_ZN21ExtendingMeshCollider9SetScaleYE5Fix12IiE	function	class-rename	_ZN14dBgW_KcMbgSclY9SetScaleYE5Fix12IiE	
0x0203ab04	DIVERGED	arm9	_ZN14dBgW_KcMbgSclY7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	function	_ZN21ExtendingMeshCollider7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	function	class-rename	_ZN14dBgW_KcMbgSclY7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	
0x0203ab3c	DIVERGED	arm9	_ZN14dBgW_KcMbgSclYD0Ev	function	_ZN21ExtendingMeshColliderD0Ev	function	class-rename	_ZN14dBgW_KcMbgSclYD0Ev	
0x0203ab68	DIVERGED	arm9	_ZN14dBgW_KcMbgSclYD1Ev	function	_ZN21ExtendingMeshColliderD1Ev	function	class-rename	_ZN14dBgW_KcMbgSclYD1Ev	
0x0203ab8c	DIVERGED	arm9	_ZN14dBgW_KcMbgSclYC1Ev	function	_ZN21ExtendingMeshColliderC1Ev	function	class-rename	_ZN14dBgW_KcMbgSclYC1Ev	
0x0203b4ac	DIVERGED	arm9	_ZN7fBase_c9SceneNode5ResetEv	function	_ZN9ActorBase9SceneNode5ResetEv	function	class-rename	_ZN7fBase_c9SceneNode5ResetEv	
0x0203b4c4	DIVERGED	arm9	_ZN7fBase_c9SceneNodeC1Ev	function	_ZN9ActorBase9SceneNodeC1Ev	function	class-rename	_ZN7fBase_c9SceneNodeC1Ev	
0x0203c6ac	DIVERGED	arm9	_ZN9SolidHeap9VAllocateEji	function	_ZN9SolidHeap9VAllocateEjj	function	signature-fix	_ZN9SolidHeap9VAllocateEji	
0x0203caac	DIVERGED	arm9	_ZN4HeapC2EPvjPS_	function	_ZN4HeapC1EPvjP4Heap	function	ctor-variant	_ZN4HeapC2EPvjPS_	
0x0203cc0c	CONFIG-PLACEHOLDER	arm9	func_0203cc0c	function	_Znwj	function	placeholder		
0x02043444	DIVERGED	arm9	_ZN7fBase_cnwEj	function	_ZN9ActorBasenwEj	function	plain		
0x02043494	DIVERGED	arm9	_ZN7fBase_c13OnHeapCreatedEv	function	_ZN9ActorBase13OnHeapCreatedEv	function	class-rename	_ZN7fBase_c13OnHeapCreatedEv	
0x0204349c	DIVERGED	arm9	_ZN7fBase_c9Virtual38Ejj	function	_ZN9ActorBase9Virtual38Ejj	function	class-rename	_ZN7fBase_c9Virtual38Ejj	
0x0204357c	DIVERGED	arm9	_ZN7fBase_c9Virtual34Ejj	function	_ZN9ActorBase9Virtual34Ejj	function	class-rename	_ZN7fBase_c9Virtual34Ejj	
0x02043824	DIVERGED	arm9	_ZN7fBase_c18MarkForDestructionEv	function	_ZN9ActorBase18MarkForDestructionEv	function	class-rename	_ZN7fBase_c18MarkForDestructionEv	
0x02043ac0	DIVERGED	arm9	_ZN7fBase_c16OnPendingDestroyEv	function	_ZN9ActorBase16OnPendingDestroyEv	function	class-rename	_ZN7fBase_c16OnPendingDestroyEv	
0x02043ac4	DIVERGED	arm9	_ZN7fBase_c11AfterRenderEj	function	_ZN9ActorBase11AfterRenderEj	function	class-rename	_ZN7fBase_c11AfterRenderEj	
0x02043ac8	DIVERGED	arm9	_ZN7fBase_c12BeforeRenderEv	function	_ZN9ActorBase12BeforeRenderEv	function	class-rename	_ZN7fBase_c12BeforeRenderEv	
0x02043af0	DIVERGED	arm9	_ZN7fBase_c6RenderEv	function	_ZN9ActorBase6RenderEv	function	class-rename	_ZN7fBase_c6RenderEv	
0x02043af8	DIVERGED	arm9	_ZN7fBase_c13AfterBehaviorEj	function	_ZN9ActorBase13AfterBehaviorEj	function	class-rename	_ZN7fBase_c13AfterBehaviorEj	
0x02043afc	DIVERGED	arm9	_ZN7fBase_c14BeforeBehaviorEv	function	_ZN9ActorBase14BeforeBehaviorEv	function	class-rename	_ZN7fBase_c14BeforeBehaviorEv	
0x02043b24	DIVERGED	arm9	_ZN7fBase_c8BehaviorEv	function	_ZN9ActorBase8BehaviorEv	function	class-rename	_ZN7fBase_c8BehaviorEv	
0x02043b2c	DIVERGED	arm9	_ZN7fBase_c21AfterCleanupResourcesEj	function	_ZN9ActorBase21AfterCleanupResourcesEj	function	class-rename	_ZN7fBase_c21AfterCleanupResourcesEj	
0x02043bac	DIVERGED	arm9	_ZN7fBase_c22BeforeCleanupResourcesEv	function	_ZN9ActorBase22BeforeCleanupResourcesEv	function	class-rename	_ZN7fBase_c22BeforeCleanupResourcesEv	
0x02043bf0	DIVERGED	arm9	_ZN7fBase_c16CleanupResourcesEv	function	_ZN9ActorBase16CleanupResourcesEv	function	class-rename	_ZN7fBase_c16CleanupResourcesEv	
0x02043bf8	DIVERGED	arm9	_ZN7fBase_c18AfterInitResourcesEj	function	_ZN9ActorBase18AfterInitResourcesEj	function	class-rename	_ZN7fBase_c18AfterInitResourcesEj	
0x02043c78	DIVERGED	arm9	_ZN7fBase_c19BeforeInitResourcesEv	function	_ZN9ActorBase19BeforeInitResourcesEv	function	class-rename	_ZN7fBase_c19BeforeInitResourcesEv	
0x02043c80	DIVERGED	arm9	_ZN7fBase_c13InitResourcesEv	function	_ZN9ActorBase13InitResourcesEv	function	class-rename	_ZN7fBase_c13InitResourcesEv	
0x02043c88	DIVERGED	arm9	_ZN7fBase_c7ProcessEMS_FivEMS_FbvEMS_FvjE	function	_ZN9ActorBase7ProcessEMS_FivEMS_FbvEMS_FvjE	function	class-rename+arg-rename	_ZN7fBase_c7ProcessEMS_FivEMS_FbvEMS_FvjE	
0x02043d48	DIVERGED	arm9	_ZN7fBase_cD2Ev	function	_ZN9ActorBaseD1Ev	function	class-rename+dtor-variant	_ZN7fBase_cD2Ev	
0x02043d78	DIVERGED	arm9	_ZN7fBase_cD0Ev	function	_ZN9ActorBaseD0Ev	function	class-rename	_ZN7fBase_cD0Ev	
0x02043dbc	DIVERGED	arm9	_ZN7fBase_cD1Ev	function	_ZN9ActorBaseD2Ev	function	class-rename+dtor-variant	_ZN7fBase_cD1Ev	
0x02043dec	DIVERGED	arm9	_ZN7fBase_cC2Ev	function	_ZN9ActorBaseC1Ev	function	class-rename+ctor-variant	_ZN7fBase_cC2Ev	
0x02045b58	DIVERGED	arm9	_ZN5Model27LoadCompressedTextureToVramEPcjS0_	function	_ZN5Model27LoadCompressedTextureToVramEPcjPc	function	canonical-spelling	_ZN5Model27LoadCompressedTextureToVramEPcjS0_	
0x020469ac	DIVERGED	arm9	_ZN9Animation17UpdateFileOffsetsER8BCA_File	function	_ZN9Animation17UpdateFileOffsets_ZN9AnimationER8BCA_File	function	plain		
0x0204df54	CONFIG-PLACEHOLDER	arm9	func_0204df54	function	_ZN13HeapAllocatorC1EjPvPvj	function	placeholder		
0x0204e08c	DIVERGED	arm9	_ZN22ExpandingHeapAllocator13DeallocateAllEPFvPvPS_jEj	function	_ZN22ExpandingHeapAllocator13DeallocateAllEPPFvPvPS_jEj	function	signature-fix	_ZN22ExpandingHeapAllocator13DeallocateAllEPFvPvPS_jEj	
0x0204e690	DIVERGED	arm9	_ZN22ExpandingHeapAllocator12AllocateNodeEP10MemoryNodeS1_Pvjt	function	_ZN22ExpandingHeapAllocator12AllocateNodeEP10MemoryNodeS1_Pvjj	function	signature-fix	_ZN22ExpandingHeapAllocator12AllocateNodeEP10MemoryNodeS1_Pvjt	
0x02052551	NO-SLOT	-	-	-	Matrix3x3_SetRotationX	data	no-slot		
0x0205256d	NO-SLOT	-	-	-	Matrix3x3_SetRotationY	data	no-slot		
0x020527e9	NO-SLOT	-	-	-	Matrix4x3_FromScale	data	no-slot		
0x0205525c	DIVERGED	arm9	_ZN3G2x13SetBlendAlphaEPVttttj	function	_ZN3G2x13SetBlendAlphaEPVttttt	function	signature-fix	_ZN3G2x13SetBlendAlphaEPVttttj	
0x02056cc0	DIVERGED	arm9	_ZN3IRQ13DmaTimHandlerEj	function	_ZN3IRQ13DmaTimHandlerEv	function	signature-fix	_ZN3IRQ13DmaTimHandlerEj	
0x0206cd44	DIVERGED	arm9	_ZN4cstd8__assertEPKcS1_S1_i	function	_ZN4cstd8__assertEPKcPKcPKci	function	canonical-spelling	_ZN4cstd8__assertEPKcS1_S1_i	
0x0206d9dc	NO-SLOT	-	-	-	_ZN3IRQ11SetFIQStateEb	data	no-slot		
0x0206da28	NO-SLOT	-	-	-	_ZN3IRQ11SetIRQStateEb	data	no-slot		
0x02075264	CONFIG-PLACEHOLDER	arm9	data_02075264	data	LEVEL_PART_TABLE	data	placeholder		
0x020755a0	CONFIG-PLACEHOLDER	arm9	data_020755a0	data	_ZN3OAM8objWidthE	data	placeholder		
0x020755ac	CONFIG-PLACEHOLDER	arm9	data_020755ac	data	_ZN3OAM9objHeightE	data	placeholder		
0x02075804	CONFIG-PLACEHOLDER	arm9	data_02075804	data	ACTOR_BANK_OVL_MAP	data	placeholder		
0x020758c8	CONFIG-PLACEHOLDER	arm9	data_020758c8	data	LEVEL_OVL_MAP	data	placeholder		
0x02075d14	CONFIG-PLACEHOLDER	arm9	data_02075d14	data	UTF16_TO_FONT_TABLE	data	placeholder		
0x02075f14	CONFIG-PLACEHOLDER	arm9	data_02075f14	data	PARTICLE_ROM_EMBEDDED_FILE	data	placeholder		
0x0207cd74	NO-SLOT	-	-	-	TEX_ROM_EMBEDDED_FILE	data	no-slot		
0x02082128	DIVERGED	arm9	IDENTITY_MATRIX4X3	data	_ZN9Matrix3x38IDENTITYE	data	plain		
0x02082214	CONFIG-PLACEHOLDER	arm9	data_02082214	data	SINE_TABLE	data	placeholder		
0x02082216	NO-SLOT	-	-	-	_ZN4cstd12cosine_tableE	data	no-slot		
0x02087c00	CONFIG-PLACEHOLDER	arm9	data_02087c00	data	BOB_CREDITS_CUTSCENE	data	placeholder		
0x020890a0	CONFIG-PLACEHOLDER	arm9	data_020890a0	data	INTRO_CUTSCENE	data	placeholder		
0x02089608	CONFIG-PLACEHOLDER	arm9	data_02089608	data	FALL_IN_FRONT_OF_CASTLE_CUTSCENE	data	placeholder		
0x0208a178	CONFIG-PLACEHOLDER	arm9	data_0208a178	data	font_2D_ncg_bin	data	placeholder		
0x0208c178	CONFIG-PLACEHOLDER	arm9	data_0208c178	data	font_2D_ncl_bin	data	placeholder		
0x0208c378	CONFIG-PLACEHOLDER	arm9	data_0208c378	data	debug_level_select_arrow_ncg_bin	data	placeholder		
0x0208e3a4	DIVERGED	arm9,arm9	_ZTV8dActor_c;data_0208e3a4	data	_ZTV5Actor	data	class-rename	_ZTV8dActor_c	
0x0208e434	CONFIG-PLACEHOLDER	arm9	data_0208e434	data	JRB_SOUND_SPECIFICS	data	placeholder		
0x0208e438	CONFIG-PLACEHOLDER	arm9	data_0208e438	data	SOUND_SPECIFICS	data	placeholder		
0x0208e4b8	DIVERGED	arm9,arm9	_ZTV7dBase_c;data_0208e4b8	data	_ZTV12ActorDerived	data	class-rename	_ZTV7dBase_c	
0x0208e6bc	DIVERGED	arm9	_ZTV8dCcPos_c	data	_ZTV19CylinderClsnWithPos	data	class-rename	_ZTV8dCcPos_c	
0x0208e6d4	DIVERGED	arm9	_ZTV7dCcAc_c	data	_ZTV18MovingCylinderClsn	data	class-rename	_ZTV7dCcAc_c	
0x0208e6ec	DIVERGED	arm9,arm9	_ZTV5dCc_c;data_0208e6ec	data	_ZTV12CylinderClsn	data	class-rename	_ZTV5dCc_c	
0x0208e704	DIVERGED	arm9	_ZTV10dCcAcPos_c	data	_ZTV25MovingCylinderClsnWithPos	data	class-rename	_ZTV10dCcAcPos_c	
0x0208ecf4	CONFIG-PLACEHOLDER	arm9	data_0208ecf4	data	ARCHIVE_INFOS	data	placeholder		
0x0208ee3c	CONFIG-PLACEHOLDER	arm9	data_0208ee3c	data	BACKLIGHT_ENABLED	data	placeholder		
0x0208ee44	CONFIG-PLACEHOLDER	arm9	data_0208ee44	data	GAME_SPEED_RELATED	data	placeholder		
0x0208ee64	CONFIG-PLACEHOLDER	arm9	data_0208ee64	data	POWERS_OF_TEN	data	placeholder		
0x0208ee74	CONFIG-PLACEHOLDER	arm9	data_0208ee74	data	DIGIT_ENC_ARR	data	placeholder		
0x0208eeec	CONFIG-PLACEHOLDER	arm9	data_0208eeec	data	MSG_ID_CHAR_MAP	data	placeholder		
0x0208f074	CONFIG-PLACEHOLDER	arm9	data_0208f074	data	TALK_FONT_CHAR_WIDTHS	data	placeholder		
0x0208f9d0	NO-SLOT	-	-	-	_ZN8Particle7Manager7LoadTexEjj	data	no-slot		
0x02090864	DIVERGED	arm9	ACTOR_SPAWN_TABLE	data	_Z6DLLoadi	data	plain		
0x02090900	NO-SLOT	-	-	-	_Z21DLCleanAllUsedByLevelv	data	no-slot		
0x0209098c	NO-SLOT	-	-	-	_Z20DLLoadAllUsedByLevelv	data	no-slot		
0x02090dd0	NO-SLOT	-	-	-	Vec3_Interp	data	no-slot		
0x02092110	CONFIG-PLACEHOLDER	arm9	data_02092110	data	NEXT_LEVEL_ID	data	placeholder		
0x02092114	CONFIG-PLACEHOLDER	arm9	data_02092114	data	NEXT_HAT_CHARACTER	data	placeholder		
0x02092118	CONFIG-PLACEHOLDER	arm9	data_02092118	data	CHECKPOINT_LEVEL_ID	data	placeholder		
0x0209211c	CONFIG-PLACEHOLDER	arm9	data_0209211c	data	RETURN_LEVEL_ID	data	placeholder		
0x02092120	CONFIG-PLACEHOLDER	arm9	data_02092120	data	AREA_ID	data	placeholder		
0x02092124	CONFIG-PLACEHOLDER	arm9	data_02092124	data	LEVEL_OF_LAST_COLLECTED_STAR	data	placeholder		
0x02092128	CONFIG-PLACEHOLDER	arm9	data_02092128	data	NEXT_HAT_CHARACTER_ARR	data	placeholder		
0x0209212c	CONFIG-PLACEHOLDER	arm9	data_0209212c	data	STAR_CAP_MAX_POS_Y	data	placeholder		
0x02092130	CONFIG-PLACEHOLDER	arm9	data_02092130	data	LOADED_LEVEL_OVL_ID	data	placeholder		
0x02092134	CONFIG-PLACEHOLDER	arm9	data_02092134	data	STAR_CAMERA_SETTINGS	data	placeholder		
0x02092138	CONFIG-PLACEHOLDER	arm9	data_02092138	data	STAR_CAP_MIN_POS_Y	data	placeholder		
0x02092144	CONFIG-PLACEHOLDER	arm9	data_02092144	data	HEALTH_ARR	data	placeholder		
0x02092145	NO-SLOT	-	-	-	PLAYER_HEALTH	data	no-slot		
0x020922a4	NO-SLOT	-	-	-	ACTOR_BANK_SETTINGS	data	no-slot		
0x02092680	DIVERGED	arm9	_ZTV8dScene_c	data	_ZTV5Scene	data	class-rename	_ZTV8dScene_c	
0x02092778	CONFIG-PLACEHOLDER	arm9	data_02092778	data	DAT_02092778	data	placeholder		
0x020943c4	DIVERGED	arm9,arm9	data_020943c4;_ZTV7dScMB_c	data	_ZTV14MultiBootScene	data	identity		
0x02099388	DIVERGED	arm9	_ZTV4dBgW	data	_ZTV16MeshColliderBase	data	class-rename	_ZTV4dBgW	
0x020993dc	DIVERGED	arm9	_ZTV7dBgW_Kc	data	_ZTV12MeshCollider	data	class-rename	_ZTV7dBgW_Kc	
0x02099434	DIVERGED	arm9	_ZTV10dBgW_KcMbg	data	_ZTV18MovingMeshCollider	data	class-rename	_ZTV10dBgW_KcMbg	
0x02099490	DIVERGED	arm9	_ZTV14dBgW_KcMbgSclY	data	_ZTV21ExtendingMeshCollider	data	class-rename	_ZTV14dBgW_KcMbgSclY	
0x020994e0	CONFIG-PLACEHOLDER	arm9	data_020994e0	data	ATAN_TABLE	data	placeholder		
0x02099e70	CONFIG-PLACEHOLDER	arm9	data_02099e70	data	NEXT_UNIQUE_ACTOR_ID	data	placeholder		
0x02099edc	DIVERGED	arm9,arm9	_ZTV7fBase_c;data_02099edc	data	_ZTV9ActorBase	data	class-rename	_ZTV7fBase_c	
0x02099f24	CONFIG-PLACEHOLDER	arm9	data_02099f24	data	PROCESS_STATE	data	placeholder		
0x02099fd0	CONFIG-PLACEHOLDER	arm9	data_02099fd0	data	RENDER_DMA_CHANNEL	data	placeholder		
0x02099fd4	CONFIG-PLACEHOLDER	arm9	data_02099fd4	data	_ZN3IRQ13DmaTimIndicesE	data	placeholder		
0x02099fe4	CONFIG-PLACEHOLDER	arm9	data_02099fe4	data	_ZN3IRQ12IRQFunctionsE	data	placeholder		
0x0209b138	CONFIG-PLACEHOLDER	arm9	data_0209b138	bss	KS_CAMERA_FUNCTIONS	data	placeholder		
0x0209b270	CONFIG-PLACEHOLDER	arm9	data_0209b270	bss	KS_NUM_PLAYERS	data	placeholder		
0x0209b274	CONFIG-PLACEHOLDER	arm9	data_0209b274	bss	KS_FRAME_COUNTER	data	placeholder		
0x0209b284	CONFIG-PLACEHOLDER	arm9	data_0209b284	bss	KS_PLAYER_IDS	data	placeholder		
0x0209b294	CONFIG-PLACEHOLDER	arm9	data_0209b294	bss	GLOBAL_FADER	data	placeholder		
0x0209b2a4	CONFIG-PLACEHOLDER	arm9	data_0209b2a4	bss	CUTSCENE_OBJECT_IDS	data	placeholder		
0x0209b2f4	CONFIG-PLACEHOLDER	arm9	data_0209b2f4	bss	SELECTED_LINE	data	placeholder		
0x0209b2f8	CONFIG-PLACEHOLDER	arm9	data_0209b2f8	bss	LINE_SCROLL_POSITION	data	placeholder		
0x0209b3ec	CONFIG-PLACEHOLDER	arm9	data_0209b3ec	bss	VIEW_MATRIX_ASR_3	data	placeholder		
0x0209b41c	CONFIG-PLACEHOLDER	arm9	data_0209b41c	bss	INV_VIEW_MATRIX_ASR_3	data	placeholder		
0x0209b454	CONFIG-PLACEHOLDER	arm9	data_0209b454	bss	NEXT_ACTOR_UPDATE_FLAGS	data	placeholder		
0x0209b45c	CONFIG-PLACEHOLDER	arm9	data_0209b45c	bss	ROT_AT_SPAWN	data	placeholder		
0x0209b460	CONFIG-PLACEHOLDER	arm9	data_0209b460	bss	POS_AT_SPAWN	data	placeholder		
0x0209b464	CONFIG-PLACEHOLDER	arm9	data_0209b464	bss	ACTOR_UPDATE_FLAGS	data	placeholder		
0x0209b468	CONFIG-PLACEHOLDER	arm9	data_0209b468	bss	FIRST_ACTOR_LIST_NODE	data	placeholder		
0x0209b490	CONFIG-PLACEHOLDER	arm9	data_0209b490	bss	MUSIC_VOLUME_LSL_12	data	placeholder		
0x0209b49c	CONFIG-PLACEHOLDER	arm9	data_0209b49c	bss	MESSAGE_SOUND_VOLUME_LSL_12	data	placeholder		
0x0209b4a0	CONFIG-PLACEHOLDER	arm9	data_0209b4a0	bss	_ZN5Sound7FileRef5PTR_0E	data	placeholder		
0x0209caa0	CONFIG-PLACEHOLDER	arm9	data_0209caa0	bss	SAVE_DATA	data	placeholder		
0x0209cddc	CONFIG-PLACEHOLDER	arm9	data_0209cddc	bss	SAVED_REGISTER_VALUES	data	placeholder		
0x0209cee8	CONFIG-PLACEHOLDER	arm9	data_0209cee8	bss	_ZN12CylinderClsn4lastE	data	placeholder		
0x0209cef0	CONFIG-PLACEHOLDER	arm9	data_0209cef0	bss	DAT_0209cef0	data	placeholder		
0x0209cef8	CONFIG-PLACEHOLDER	arm9	data_0209cef8	bss	numCommonModelData	data	placeholder		
0x0209cefc	CONFIG-PLACEHOLDER	arm9	data_0209cefc	bss	commonModelDataArr	data	placeholder		
0x0209d3bc	CONFIG-PLACEHOLDER	arm9	data_0209d3bc	bss	LAST_USED_FILE_ID	data	placeholder		
0x0209d454	CONFIG-PLACEHOLDER	arm9	data_0209d454	bss	BOTTOM_SCREEN_RELATED	data	placeholder		
0x0209d45c	CONFIG-PLACEHOLDER	arm9	data_0209d45c	bss	TOP_SCREEN_RELATED	data	placeholder		
0x0209d4a8	CONFIG-PLACEHOLDER	arm9	data_0209d4a8	bss	SCENE_RELATED	data	placeholder		
0x0209d4b0	CONFIG-PLACEHOLDER	arm9	data_0209d4b0	bss	KS_FADER	data	placeholder		
0x0209d4c8	CONFIG-PLACEHOLDER	arm9	data_0209d4c8	bss	TIME_TIMER	data	placeholder		
0x0209d654	CONFIG-PLACEHOLDER	arm9	data_0209d654	bss	IS_SAVING_MESSAGE_DISPLAYED	data	placeholder		
0x0209d660	CONFIG-PLACEHOLDER	arm9	data_0209d660	bss	PLAYER_TALKING	data	placeholder		
0x0209d670	CONFIG-PLACEHOLDER	arm9	data_0209d670	bss	IS_MESSAGE_DISAPPEARING	data	placeholder		
0x0209d67c	CONFIG-PLACEHOLDER	arm9	data_0209d67c	bss	SAVE_MESSAGE_TIMER	data	placeholder		
0x0209d684	CONFIG-PLACEHOLDER	arm9	data_0209d684	bss	MESSAGE_RESULT	data	placeholder		
0x0209d6a8	CONFIG-PLACEHOLDER	arm9	data_0209d6a8	bss	MSG_LINE_HEIGHT	data	placeholder		
0x0209d6d4	CONFIG-PLACEHOLDER	arm9	data_0209d6d4	bss	CURR_MSG_ID	data	placeholder		
0x0209d6f0	CONFIG-PLACEHOLDER	arm9	data_0209d6f0	bss	CURR_MSG_PTR	data	placeholder		
0x0209d6f4	CONFIG-PLACEHOLDER	arm9	data_0209d6f4	bss	CURR_MSG_TEXT_CHAR	data	placeholder		
0x0209d708	CONFIG-PLACEHOLDER	arm9	data_0209d708	bss	MSG_ARR_PTR	data	placeholder		
0x0209d70c	CONFIG-PLACEHOLDER	arm9	data_0209d70c	bss	MSG_FILE_PTR	data	placeholder		
0x0209e650	CONFIG-PLACEHOLDER	arm9	data_0209e650	bss	RNG_STATE	data	placeholder		
0x0209e660	CONFIG-PLACEHOLDER	arm9	data_0209e660	bss	_ZN3OAM14subOAMDisabledE	data	placeholder		
0x0209e664	CONFIG-PLACEHOLDER	arm9	data_0209e664	bss	_ZN3OAM12objCountMainE	data	placeholder		
0x0209e668	CONFIG-PLACEHOLDER	arm9	data_0209e668	bss	_ZN3OAM16curAffineSetMainE	data	placeholder		
0x0209e66c	CONFIG-PLACEHOLDER	arm9	data_0209e66c	bss	_ZN3OAM15curAffineSetSubE	data	placeholder		
0x0209e670	CONFIG-PLACEHOLDER	arm9	data_0209e670	bss	_ZN3OAM11objCountSubE	data	placeholder		
0x0209e674	CONFIG-PLACEHOLDER	arm9	data_0209e674	bss	_ZN3OAM10bufferMainE	data	placeholder		
0x0209e678	NO-SLOT	-	-	-	_ZN3OAM9bufferSubE	data	no-slot		
0x0209ee74	CONFIG-PLACEHOLDER	arm9	data_0209ee74	bss	PARTICLE_SYS_TRACKER	data	placeholder		
0x0209f0d8	NO-SLOT	-	-	-	IMMUNE_TO_DAMAGE	data	no-slot		
0x0209f1d0	NO-SLOT	-	-	-	DAT_0209f1d0	data	no-slot		
0x0209f1d1	NO-SLOT	-	-	-	DAT_0209f1d1	data	no-slot		
0x0209f1ec	CONFIG-PLACEHOLDER	arm9	data_0209f1ec	bss	NEXT_PAUSE_MENU_ID	data	placeholder		
0x0209f1f0	CONFIG-PLACEHOLDER	arm9	data_0209f1f0	bss	NEXT_STAR_ID	data	placeholder		
0x0209f1f4	CONFIG-PLACEHOLDER	arm9	data_0209f1f4	bss	VS_NEW_STAR_SOUND_PLAYED	data	placeholder		
0x0209f1f8	CONFIG-PLACEHOLDER	arm9	data_0209f1f8	bss	NUM_VIEWS	data	placeholder		
0x0209f1fc	CONFIG-PLACEHOLDER	arm9	data_0209f1fc	bss	OPTIONS_MENU_OPENED	data	placeholder		
0x0209f200	CONFIG-PLACEHOLDER	arm9	data_0209f200	bss	RETURN_ENTRANCE_ID	data	placeholder		
0x0209f204	CONFIG-PLACEHOLDER	arm9	data_0209f204	bss	VS_TIME_UP	data	placeholder		
0x0209f208	CONFIG-PLACEHOLDER	arm9	data_0209f208	bss	NUM_VS_STARS_COLLECTED	data	placeholder		
0x0209f20c	CONFIG-PLACEHOLDER	arm9	data_0209f20c	bss	PAUSE_LEVEL_CLEAR_SAVE_MENU_ACTIVE	data	placeholder		
0x0209f210	CONFIG-PLACEHOLDER	arm9	data_0209f210	bss	ARROW_TIMER	data	placeholder		
0x0209f214	CONFIG-PLACEHOLDER	arm9	data_0209f214	bss	NUM_ENTRANCES	data	placeholder		
0x0209f218	CONFIG-PLACEHOLDER	arm9	data_0209f218	bss	PAUSED_WITH_SELECT	data	placeholder		
0x0209f21c	CONFIG-PLACEHOLDER	arm9	data_0209f21c	bss	NUM_PLAYERS	data	placeholder		
0x0209f220	CONFIG-PLACEHOLDER	arm9	data_0209f220	bss	STAR_ID	data	placeholder		
0x0209f224	CONFIG-PLACEHOLDER	arm9	data_0209f224	bss	STAR_OBTAINED_COPY	data	placeholder		
0x0209f228	CONFIG-PLACEHOLDER	arm9	data_0209f228	bss	STAR_OBTAINED	data	placeholder		
0x0209f22c	CONFIG-PLACEHOLDER	arm9	data_0209f22c	bss	PAUSE_MENU_TIMER	data	placeholder		
0x0209f234	CONFIG-PLACEHOLDER	arm9	data_0209f234	bss	SOUND_OPTION	data	placeholder		
0x0209f238	CONFIG-PLACEHOLDER	arm9	data_0209f238	bss	SELECTED_ARROW	data	placeholder		
0x0209f23c	CONFIG-PLACEHOLDER	arm9	data_0209f23c	bss	TIMER_0209f23c	data	placeholder		
0x0209f240	CONFIG-PLACEHOLDER	arm9	data_0209f240	bss	BACK_BUTTON_PRESSED_2	data	placeholder		
0x0209f244	CONFIG-PLACEHOLDER	arm9	data_0209f244	bss	MENU_CHANGE_TIMER	data	placeholder		
0x0209f248	CONFIG-PLACEHOLDER	arm9	data_0209f248	bss	PAUSE_MENU_ID	data	placeholder		
0x0209f24c	CONFIG-PLACEHOLDER	arm9	data_0209f24c	bss	CHECKPOINT_ENTRANCE_ID	data	placeholder		
0x0209f250	CONFIG-PLACEHOLDER	arm9	data_0209f250	bss	CURR_PLAYER_ID	data	placeholder		
0x0209f254	CONFIG-PLACEHOLDER	arm9	data_0209f254	bss	UNK_YOSHI_EGG_RELATED	data	placeholder		
0x0209f258	CONFIG-PLACEHOLDER	arm9	data_0209f258	bss	NUM_FOG_OBJS	data	placeholder		
0x0209f25c	CONFIG-PLACEHOLDER	arm9	data_0209f25c	bss	NUM_MINIMAP_SCALE_OBJS	data	placeholder		
0x0209f260	CONFIG-PLACEHOLDER	arm9	data_0209f260	bss	LEVEL_CLEAR_COIN_COUNT	data	placeholder		
0x0209f264	CONFIG-PLACEHOLDER	arm9	data_0209f264	bss	LAST_ENTRANCE_ID	data	placeholder		
0x0209f268	CONFIG-PLACEHOLDER	arm9	data_0209f268	bss	NEXT_ENTRANCE_ID	data	placeholder		
0x0209f26c	CONFIG-PLACEHOLDER	arm9	data_0209f26c	bss	RETURN_STATE	data	placeholder		
0x0209f270	CONFIG-PLACEHOLDER	arm9	data_0209f270	bss	CHECKPOINT_STAR_ID	data	placeholder		
0x0209f274	CONFIG-PLACEHOLDER	arm9	data_0209f274	bss	CAMERA_SAVED_LOOK_AT_RELATED	data	placeholder		
